_time,_value,_field,location
2023-04-28T10:10:00Z,39.57222222,humidity,kitchen
2023-04-28T10:15:00Z,39.55,humidity,kitchen
2023-04-28T10:20:00Z,39.56315789,humidity,kitchen
2023-04-28T10:25:00Z,39.62941176,humidity,kitchen
2023-04-28T10:30:00Z,39.92105263,humidity,kitchen
2023-04-28T10:35:00Z,40.065,humidity,kitchen
2023-04-28T10:40:00Z,40.01111111,humidity,kitchen
2023-04-28T10:45:00Z,40.21666667,humidity,kitchen
2023-04-28T10:50:00Z,40.255,humidity,kitchen
2023-04-28T10:55:00Z,40.33,humidity,kitchen
2023-04-28T11:00:00Z,40.2,humidity,kitchen
2023-04-28T11:05:00Z,40.12941176,humidity,kitchen
2023-04-28T11:10:00Z,40.305,humidity,kitchen
2023-04-28T11:15:00Z,40.35,humidity,kitchen
2023-04-28T11:20:00Z,40.33529412,humidity,kitchen
2023-04-28T11:25:00Z,40.23684211,humidity,kitchen
2023-04-28T11:30:00Z,39.885,humidity,kitchen
2023-04-28T11:35:00Z,40.07368421,humidity,kitchen
2023-04-28T11:40:00Z,40.25555556,humidity,kitchen
2023-04-28T11:45:00Z,39.62631579,humidity,kitchen
2023-04-28T11:50:00Z,39.97,humidity,kitchen
2023-04-28T11:55:00Z,40.11111111,humidity,kitchen
2023-04-28T12:00:00Z,40.04117647,humidity,kitchen
2023-04-28T12:05:00Z,39.98,humidity,kitchen
2023-04-28T12:10:00Z,39.87,humidity,kitchen
2023-04-28T12:15:00Z,39.79375,humidity,kitchen
2023-04-28T12:20:00Z,39.91111111,humidity,kitchen
2023-04-28T12:25:00Z,39.89,humidity,kitchen
2023-04-28T12:30:00Z,40.045,humidity,kitchen
2023-04-28T12:35:00Z,40.1875,humidity,kitchen
2023-04-28T12:40:00Z,39.86315789,humidity,kitchen
2023-04-28T12:45:00Z,39.985,humidity,kitchen
2023-04-28T12:50:00Z,39.84444444,humidity,kitchen
2023-04-28T12:55:00Z,40.54444444,humidity,kitchen
2023-04-28T13:00:00Z,41.05789474,humidity,kitchen
2023-04-28T13:05:00Z,40.935,humidity,kitchen
2023-04-28T13:10:00Z,40.74444444,humidity,kitchen
2023-04-28T13:15:00Z,41.00555556,humidity,kitchen
2023-04-28T13:20:00Z,41.175,humidity,kitchen
2023-04-28T13:25:00Z,40.725,humidity,kitchen
2023-04-28T13:30:00Z,40.94117647,humidity,kitchen
2023-04-28T13:35:00Z,41,humidity,kitchen
2023-04-28T13:40:00Z,41.575,humidity,kitchen
2023-04-28T13:45:00Z,42.36315789,humidity,kitchen
2023-04-28T13:50:00Z,42.83529412,humidity,kitchen
2023-04-28T13:55:00Z,42.92631579,humidity,kitchen
2023-04-28T14:00:00Z,43.105,humidity,kitchen
2023-04-28T14:05:00Z,43.21666667,humidity,kitchen
2023-04-28T14:10:00Z,44.2125,humidity,kitchen
2023-04-28T14:15:00Z,45.295,humidity,kitchen
2023-04-28T14:20:00Z,46.41,humidity,kitchen
2023-04-28T14:25:00Z,45.07777778,humidity,kitchen
2023-04-28T14:30:00Z,44.15,humidity,kitchen
2023-04-28T14:35:00Z,43.85,humidity,kitchen
2023-04-28T14:40:00Z,43.56,humidity,kitchen
2023-04-28T14:45:00Z,43.94705882,humidity,kitchen
2023-04-28T14:50:00Z,43.88888889,humidity,kitchen
2023-04-28T14:55:00Z,43.565,humidity,kitchen
2023-04-28T15:00:00Z,42.24,humidity,kitchen
2023-04-28T15:05:00Z,43.08125,humidity,kitchen
2023-04-28T15:10:00Z,43.24210526,humidity,kitchen
2023-04-28T15:15:00Z,43.55,humidity,kitchen
2023-04-28T15:20:00Z,43.5,humidity,kitchen
2023-04-28T15:25:00Z,43.42352941,humidity,kitchen
2023-04-28T15:30:00Z,43.59473684,humidity,kitchen
2023-04-28T15:35:00Z,43.615,humidity,kitchen
2023-04-28T15:40:00Z,43.30588235,humidity,kitchen
2023-04-28T15:45:00Z,41.41764706,humidity,kitchen
2023-04-28T15:50:00Z,41.365,humidity,kitchen
2023-04-28T15:55:00Z,42.94,humidity,kitchen
2023-04-28T16:00:00Z,43.37058824,humidity,kitchen
2023-04-28T16:05:00Z,42.85,humidity,kitchen
2023-04-28T16:10:00Z,43.12,humidity,kitchen
2023-04-28T16:15:00Z,42.455,humidity,kitchen
2023-04-28T16:20:00Z,41.61764706,humidity,kitchen
2023-04-28T16:25:00Z,41.58947368,humidity,kitchen
2023-04-28T16:30:00Z,42.295,humidity,kitchen
2023-04-28T16:35:00Z,42.33157895,humidity,kitchen
2023-04-28T16:40:00Z,42.18823529,humidity,kitchen
2023-04-28T16:45:00Z,41.855,humidity,kitchen
2023-04-28T16:50:00Z,41.86,humidity,kitchen
2023-04-28T16:55:00Z,41.28333333,humidity,kitchen
2023-04-28T17:00:00Z,40.9,humidity,kitchen
2023-04-28T17:05:00Z,41.025,humidity,kitchen
2023-04-28T17:10:00Z,41.785,humidity,kitchen
2023-04-28T17:15:00Z,41.64117647,humidity,kitchen
2023-04-28T17:20:00Z,41.49444444,humidity,kitchen
2023-04-28T17:25:00Z,42.125,humidity,kitchen
2023-04-28T17:30:00Z,43.02,humidity,kitchen
2023-04-28T17:35:00Z,43.2125,humidity,kitchen
2023-04-28T17:40:00Z,43.18947368,humidity,kitchen
2023-04-28T17:45:00Z,43.125,humidity,kitchen
2023-04-28T17:50:00Z,43.27894737,humidity,kitchen
2023-04-28T17:55:00Z,43.34117647,humidity,kitchen
2023-04-28T18:00:00Z,43.05263158,humidity,kitchen
2023-04-28T18:05:00Z,42.485,humidity,kitchen
2023-04-28T18:10:00Z,41.65263158,humidity,kitchen
2023-04-28T18:15:00Z,41.12941176,humidity,kitchen
2023-04-28T18:20:00Z,40.855,humidity,kitchen
2023-04-28T18:25:00Z,40.65,humidity,kitchen
2023-04-28T18:30:00Z,40.82777778,humidity,kitchen
2023-04-28T18:35:00Z,40.85263158,humidity,kitchen
2023-04-28T18:40:00Z,40.72,humidity,kitchen
2023-04-28T18:45:00Z,40.815,humidity,kitchen
2023-04-28T18:50:00Z,40.62941176,humidity,kitchen
2023-04-28T18:55:00Z,40.47368421,humidity,kitchen
2023-04-28T19:00:00Z,40.42,humidity,kitchen
2023-04-28T19:05:00Z,40.23684211,humidity,kitchen
2023-04-28T19:10:00Z,39.91764706,humidity,kitchen
2023-04-28T19:15:00Z,39.855,humidity,kitchen
2023-04-28T19:20:00Z,39.8,humidity,kitchen
2023-04-28T19:25:00Z,39.70555556,humidity,kitchen
2023-04-28T19:30:00Z,39.81666667,humidity,kitchen
2023-04-28T19:35:00Z,39.75,humidity,kitchen
2023-04-28T19:40:00Z,39.77,humidity,kitchen
2023-04-28T19:45:00Z,39.8,humidity,kitchen
2023-04-28T19:50:00Z,40.40526316,humidity,kitchen
2023-04-28T19:55:00Z,40.605,humidity,kitchen
2023-04-28T20:00:00Z,40.63684211,humidity,kitchen
2023-04-28T20:05:00Z,40.36666667,humidity,kitchen
2023-04-28T20:10:00Z,41.37368421,humidity,kitchen
2023-04-28T20:15:00Z,42.135,humidity,kitchen
2023-04-28T20:20:00Z,41.47777778,humidity,kitchen
2023-04-28T20:25:00Z,40.82941176,humidity,kitchen
2023-04-28T20:30:00Z,39.955,humidity,kitchen
2023-04-28T20:35:00Z,40.455,humidity,kitchen
2023-04-28T20:40:00Z,40.28333333,humidity,kitchen
2023-04-28T20:45:00Z,39.87777778,humidity,kitchen
2023-04-28T20:50:00Z,40.025,humidity,kitchen
2023-04-28T20:55:00Z,39.77,humidity,kitchen
2023-04-28T21:00:00Z,39.97647059,humidity,kitchen
2023-04-28T21:05:00Z,40.20526316,humidity,kitchen
2023-04-28T21:10:00Z,40.29,humidity,kitchen
2023-04-28T21:15:00Z,40.2,humidity,kitchen
2023-04-28T21:20:00Z,39.94705882,humidity,kitchen
2023-04-28T21:25:00Z,39.615,humidity,kitchen
2023-04-28T21:30:00Z,39.575,humidity,kitchen
2023-04-28T21:35:00Z,39.54444444,humidity,kitchen
2023-04-28T21:40:00Z,39.68888889,humidity,kitchen
2023-04-28T21:45:00Z,39.84,humidity,kitchen
2023-04-28T21:50:00Z,39.82,humidity,kitchen
2023-04-28T21:55:00Z,39.8875,humidity,kitchen
2023-04-28T22:00:00Z,39.95555556,humidity,kitchen
2023-04-28T22:05:00Z,39.76,humidity,kitchen
2023-04-28T22:10:00Z,39.935,humidity,kitchen
2023-04-28T22:15:00Z,39.74705882,humidity,kitchen
2023-04-28T22:20:00Z,39.65789474,humidity,kitchen
2023-04-28T22:25:00Z,39.71,humidity,kitchen
2023-04-28T22:30:00Z,39.45789474,humidity,kitchen
2023-04-28T22:35:00Z,39.70625,humidity,kitchen
2023-04-28T22:40:00Z,39.925,humidity,kitchen
2023-04-28T22:45:00Z,39.73,humidity,kitchen
2023-04-28T22:50:00Z,39.38823529,humidity,kitchen
2023-04-28T22:55:00Z,38.95,humidity,kitchen
2023-04-28T23:00:00Z,38.965,humidity,kitchen
2023-04-28T23:05:00Z,38.915,humidity,kitchen
2023-04-28T23:10:00Z,38.65882353,humidity,kitchen
2023-04-28T23:15:00Z,38.57894737,humidity,kitchen
2023-04-28T23:20:00Z,38.645,humidity,kitchen
2023-04-28T23:25:00Z,38.20526316,humidity,kitchen
2023-04-28T23:30:00Z,38.3125,humidity,kitchen
2023-04-28T23:35:00Z,38.23,humidity,kitchen
2023-04-28T23:40:00Z,37.98,humidity,kitchen
2023-04-28T23:45:00Z,37.96111111,humidity,kitchen
2023-04-28T23:50:00Z,37.32941176,humidity,kitchen
2023-04-28T23:55:00Z,37.205,humidity,kitchen
2023-04-29T00:00:00Z,36.95,humidity,kitchen
2023-04-29T00:05:00Z,36.56666667,humidity,kitchen
2023-04-29T00:10:00Z,36.42222222,humidity,kitchen
2023-04-29T00:15:00Z,36.555,humidity,kitchen
2023-04-29T00:20:00Z,36.365,humidity,kitchen
2023-04-29T00:25:00Z,36.5,humidity,kitchen
2023-04-29T00:30:00Z,36.77894737,humidity,kitchen
2023-04-29T00:35:00Z,36.735,humidity,kitchen
2023-04-29T00:40:00Z,36.65789474,humidity,kitchen
2023-04-29T00:45:00Z,36.5875,humidity,kitchen
2023-04-29T00:50:00Z,36.55789474,humidity,kitchen
2023-04-29T00:55:00Z,36.47,humidity,kitchen
2023-04-29T01:00:00Z,36.34210526,humidity,kitchen
2023-04-29T01:05:00Z,36.54705882,humidity,kitchen
2023-04-29T01:10:00Z,37.41,humidity,kitchen
2023-04-29T01:15:00Z,38.455,humidity,kitchen
2023-04-29T01:20:00Z,38.90588235,humidity,kitchen
2023-04-29T01:25:00Z,39.25789474,humidity,kitchen
2023-04-29T01:30:00Z,39.21052632,humidity,kitchen
2023-04-29T01:35:00Z,39.235,humidity,kitchen
2023-04-29T01:40:00Z,39.05,humidity,kitchen
2023-04-29T01:45:00Z,39.53333333,humidity,kitchen
2023-04-29T01:50:00Z,39.725,humidity,kitchen
2023-04-29T01:55:00Z,39.55789474,humidity,kitchen
2023-04-29T02:00:00Z,39.45555556,humidity,kitchen
2023-04-29T02:05:00Z,40.14736842,humidity,kitchen
2023-04-29T02:10:00Z,40.41,humidity,kitchen
2023-04-29T02:15:00Z,40.77777778,humidity,kitchen
2023-04-29T02:20:00Z,40.87058824,humidity,kitchen
2023-04-29T02:25:00Z,40.79,humidity,kitchen
2023-04-29T02:30:00Z,40.46,humidity,kitchen
2023-04-29T02:35:00Z,40.28823529,humidity,kitchen
2023-04-29T02:40:00Z,39.59473684,humidity,kitchen
2023-04-29T02:45:00Z,40.07,humidity,kitchen
2023-04-29T02:50:00Z,40.08421053,humidity,kitchen
2023-04-29T02:55:00Z,39.73888889,humidity,kitchen
2023-04-29T03:00:00Z,39.72105263,humidity,kitchen
2023-04-29T03:05:00Z,39.9,humidity,kitchen
2023-04-29T03:10:00Z,39.87894737,humidity,kitchen
2023-04-29T03:15:00Z,40.055,humidity,kitchen
2023-04-29T03:20:00Z,40.13,humidity,kitchen
2023-04-29T03:25:00Z,39.785,humidity,kitchen
2023-04-29T03:30:00Z,39.7,humidity,kitchen
2023-04-29T03:35:00Z,39.7,humidity,kitchen
2023-04-29T03:40:00Z,39.725,humidity,kitchen
2023-04-29T03:45:00Z,39.685,humidity,kitchen
2023-04-29T03:50:00Z,39.48125,humidity,kitchen
2023-04-29T03:55:00Z,39.46842105,humidity,kitchen
2023-04-29T04:00:00Z,39.455,humidity,kitchen
2023-04-25T01:35:00Z,24.0765,temperature,kitchen
2023-04-25T01:40:00Z,24.00555556,temperature,kitchen
2023-04-25T01:45:00Z,23.93277778,temperature,kitchen
2023-04-25T01:50:00Z,23.7945,temperature,kitchen
2023-04-25T01:55:00Z,23.73894737,temperature,kitchen
2023-04-25T02:00:00Z,23.67,temperature,kitchen
2023-04-25T02:05:00Z,23.66105263,temperature,kitchen
2023-04-25T02:10:00Z,23.66,temperature,kitchen
2023-04-25T02:15:00Z,23.65473684,temperature,kitchen
2023-04-25T02:20:00Z,23.62117647,temperature,kitchen
2023-04-25T02:25:00Z,23.533,temperature,kitchen
2023-04-25T02:30:00Z,23.47,temperature,kitchen
2023-04-25T02:35:00Z,23.45941176,temperature,kitchen
2023-04-25T02:40:00Z,23.47,temperature,kitchen
2023-04-25T02:45:00Z,23.461,temperature,kitchen
2023-04-25T02:50:00Z,23.4605,temperature,kitchen
2023-04-25T02:55:00Z,23.46,temperature,kitchen
2023-04-25T03:00:00Z,23.39277778,temperature,kitchen
2023-04-25T03:05:00Z,23.35,temperature,kitchen
2023-04-25T03:10:00Z,23.32842105,temperature,kitchen
2023-04-25T03:15:00Z,23.31411765,temperature,kitchen
2023-04-25T03:20:00Z,23.23736842,temperature,kitchen
2023-04-25T03:25:00Z,23.2425,temperature,kitchen
2023-04-25T03:30:00Z,23.22777778,temperature,kitchen
2023-04-25T03:35:00Z,23.22,temperature,kitchen
2023-04-25T03:40:00Z,23.22,temperature,kitchen
2023-04-25T03:45:00Z,23.2035,temperature,kitchen
2023-04-25T03:50:00Z,23.14666667,temperature,kitchen
2023-04-25T03:55:00Z,23.12222222,temperature,kitchen
2023-04-25T04:00:00Z,23.11,temperature,kitchen
2023-04-25T04:05:00Z,23.10421053,temperature,kitchen
2023-04-25T04:10:00Z,23.11,temperature,kitchen
2023-04-25T04:15:00Z,23.11,temperature,kitchen
2023-04-25T04:20:00Z,23.11,temperature,kitchen
2023-04-25T04:25:00Z,23.11,temperature,kitchen
2023-04-25T04:30:00Z,23.08555556,temperature,kitchen
2023-04-25T04:35:00Z,23.011,temperature,kitchen
2023-04-25T04:40:00Z,23,temperature,kitchen
2023-04-25T04:45:00Z,23.00277778,temperature,kitchen
2023-04-25T04:50:00Z,23.00411765,temperature,kitchen
2023-04-25T04:55:00Z,23.0735,temperature,kitchen
2023-04-25T05:00:00Z,23.1835,temperature,kitchen
2023-04-25T05:05:00Z,23.31055556,temperature,kitchen
2023-04-25T05:10:00Z,23.44444444,temperature,kitchen
2023-04-25T05:15:00Z,23.6075,temperature,kitchen
2023-04-25T05:20:00Z,23.66105263,temperature,kitchen
2023-04-25T05:25:00Z,23.76055556,temperature,kitchen
2023-04-25T05:30:00Z,23.90631579,temperature,kitchen
2023-04-25T05:35:00Z,23.926,temperature,kitchen
2023-04-25T05:40:00Z,23.76833333,temperature,kitchen
2023-04-25T05:45:00Z,23.64764706,temperature,kitchen
2023-04-25T05:50:00Z,23.6215,temperature,kitchen
2023-04-25T05:55:00Z,23.519,temperature,kitchen
2023-04-25T06:00:00Z,23.42,temperature,kitchen
2023-04-25T06:05:00Z,23.42,temperature,kitchen
2023-04-25T06:10:00Z,23.4145,temperature,kitchen
2023-04-25T06:15:00Z,23.3435,temperature,kitchen
2023-04-25T06:20:00Z,23.29166667,temperature,kitchen
2023-04-25T06:25:00Z,23.21222222,temperature,kitchen
2023-04-25T06:30:00Z,23.233,temperature,kitchen
2023-04-25T06:35:00Z,23.22894737,temperature,kitchen
2023-04-25T06:40:00Z,23.2,temperature,kitchen
2023-04-25T06:45:00Z,23.2,temperature,kitchen
2023-04-25T06:50:00Z,23.2,temperature,kitchen
2023-04-25T06:55:00Z,23.2,temperature,kitchen
2023-04-25T07:00:00Z,23.19352941,temperature,kitchen
2023-04-25T07:05:00Z,23.145,temperature,kitchen
2023-04-25T07:10:00Z,23.0955,temperature,kitchen
2023-04-25T07:15:00Z,23.09,temperature,kitchen
2023-04-25T07:20:00Z,23.09611111,temperature,kitchen
2023-04-25T07:25:00Z,23.0735,temperature,kitchen
2023-04-25T07:30:00Z,22.98,temperature,kitchen
2023-04-25T07:35:00Z,22.98611111,temperature,kitchen
2023-04-25T07:40:00Z,22.98,temperature,kitchen
2023-04-25T07:45:00Z,22.98,temperature,kitchen
2023-04-25T07:50:00Z,22.97631579,temperature,kitchen
2023-04-25T07:55:00Z,22.970625,temperature,kitchen
2023-04-25T08:00:00Z,22.97,temperature,kitchen
2023-04-25T08:05:00Z,22.959,temperature,kitchen
2023-04-25T08:10:00Z,22.92722222,temperature,kitchen
2023-04-25T08:15:00Z,22.87222222,temperature,kitchen
2023-04-25T08:20:00Z,22.7995,temperature,kitchen
2023-04-25T08:25:00Z,22.774,temperature,kitchen
2023-04-25T08:30:00Z,22.99117647,temperature,kitchen
2023-04-25T08:35:00Z,23.18421053,temperature,kitchen
2023-04-25T08:40:00Z,23.3705,temperature,kitchen
2023-04-25T08:45:00Z,23.44631579,temperature,kitchen
2023-04-25T08:50:00Z,23.599375,temperature,kitchen
2023-04-25T08:55:00Z,23.67789474,temperature,kitchen
2023-04-25T09:00:00Z,23.803,temperature,kitchen
2023-04-25T09:05:00Z,23.79833333,temperature,kitchen
2023-04-25T09:10:00Z,23.63117647,temperature,kitchen
2023-04-25T09:15:00Z,23.61,temperature,kitchen
2023-04-25T09:20:00Z,23.593,temperature,kitchen
2023-04-25T09:25:00Z,23.51222222,temperature,kitchen
2023-04-25T09:30:00Z,23.42666667,temperature,kitchen
2023-04-25T09:35:00Z,23.39,temperature,kitchen
2023-04-25T09:40:00Z,23.39,temperature,kitchen
2023-04-25T09:45:00Z,23.26705882,temperature,kitchen
2023-04-25T09:50:00Z,23.17,temperature,kitchen
2023-04-25T09:55:00Z,23.17,temperature,kitchen
2023-04-25T10:00:00Z,23.1535,temperature,kitchen
2023-04-25T10:05:00Z,23.088125,temperature,kitchen
2023-04-25T10:10:00Z,23.06684211,temperature,kitchen
2023-04-25T10:15:00Z,23.063,temperature,kitchen
2023-04-25T10:20:00Z,23.06055556,temperature,kitchen
2023-04-25T10:25:00Z,22.95941176,temperature,kitchen
2023-04-25T10:30:00Z,22.958,temperature,kitchen
2023-04-25T10:35:00Z,22.9555,temperature,kitchen
2023-04-25T10:40:00Z,22.95222222,temperature,kitchen
2023-04-25T10:45:00Z,22.87444444,temperature,kitchen
2023-04-25T10:50:00Z,22.96,temperature,kitchen
2023-04-25T10:55:00Z,22.96,temperature,kitchen
2023-04-25T11:00:00Z,22.96,temperature,kitchen
2023-04-25T11:05:00Z,22.92944444,temperature,kitchen
2023-04-25T11:10:00Z,22.8665,temperature,kitchen
2023-04-25T11:15:00Z,22.83157895,temperature,kitchen
2023-04-25T11:20:00Z,22.7525,temperature,kitchen
2023-04-25T11:25:00Z,22.7395,temperature,kitchen
2023-04-25T11:30:00Z,22.74,temperature,kitchen
2023-04-25T11:35:00Z,22.74,temperature,kitchen
2023-04-25T11:40:00Z,22.73352941,temperature,kitchen
2023-04-25T11:45:00Z,22.729,temperature,kitchen
2023-04-25T11:50:00Z,22.718,temperature,kitchen
2023-04-25T11:55:00Z,22.68176471,temperature,kitchen
2023-04-25T12:00:00Z,22.69722222,temperature,kitchen
2023-04-25T12:05:00Z,22.8305,temperature,kitchen
2023-04-25T12:10:00Z,23.04894737,temperature,kitchen
2023-04-25T12:15:00Z,23.18,temperature,kitchen
2023-04-25T12:20:00Z,23.37105263,temperature,kitchen
2023-04-25T12:25:00Z,23.508,temperature,kitchen
2023-04-25T12:30:00Z,23.65833333,temperature,kitchen
2023-04-25T12:35:00Z,23.8375,temperature,kitchen
2023-04-25T12:40:00Z,23.882,temperature,kitchen
2023-04-25T12:45:00Z,23.896,temperature,kitchen
2023-04-25T12:50:00Z,23.75722222,temperature,kitchen
2023-04-25T12:55:00Z,23.63647059,temperature,kitchen
2023-04-25T13:00:00Z,23.529,temperature,kitchen
2023-04-25T13:05:00Z,23.501,temperature,kitchen
2023-04-25T13:10:00Z,23.55764706,temperature,kitchen
2023-04-25T13:15:00Z,25.22055556,temperature,kitchen
2023-04-25T13:20:00Z,26.121,temperature,kitchen
2023-04-25T13:25:00Z,26.30842105,temperature,kitchen
2023-04-25T13:30:00Z,26.0275,temperature,kitchen
2023-04-25T13:35:00Z,25.64368421,temperature,kitchen
2023-04-25T13:40:00Z,25.331,temperature,kitchen
2023-04-25T13:45:00Z,25.01421053,temperature,kitchen
2023-04-25T13:50:00Z,24.68235294,temperature,kitchen
2023-04-25T13:55:00Z,24.38631579,temperature,kitchen
2023-04-25T14:00:00Z,24.239,temperature,kitchen
2023-04-25T14:05:00Z,24.03473684,temperature,kitchen
2023-04-25T14:10:00Z,23.92,temperature,kitchen
2023-04-25T14:15:00Z,23.829,temperature,kitchen
2023-04-25T14:20:00Z,23.7555,temperature,kitchen
2023-04-25T14:25:00Z,23.70529412,temperature,kitchen
2023-04-25T14:30:00Z,23.62777778,temperature,kitchen
2023-04-25T14:35:00Z,23.595,temperature,kitchen
2023-04-25T14:40:00Z,23.49736842,temperature,kitchen
2023-04-25T14:45:00Z,23.45,temperature,kitchen
2023-04-25T14:50:00Z,23.3975,temperature,kitchen
2023-04-25T14:55:00Z,23.3825,temperature,kitchen
2023-04-25T15:00:00Z,23.37894737,temperature,kitchen
2023-04-25T15:05:00Z,23.33294118,temperature,kitchen
2023-04-25T15:10:00Z,23.2985,temperature,kitchen
2023-04-25T15:15:00Z,23.2735,temperature,kitchen
2023-04-25T15:20:00Z,23.15,temperature,kitchen
2023-04-25T15:25:00Z,23.12833333,temperature,kitchen
2023-04-25T15:30:00Z,23.1225,temperature,kitchen
2023-04-25T15:35:00Z,23.1235,temperature,kitchen
2023-04-25T15:40:00Z,23.10055556,temperature,kitchen
2023-04-25T15:45:00Z,23.12052632,temperature,kitchen
2023-04-25T15:50:00Z,23.1075,temperature,kitchen
2023-04-25T15:55:00Z,23.02166667,temperature,kitchen
2023-04-25T16:00:00Z,23.006875,temperature,kitchen
2023-04-25T16:05:00Z,23.0145,temperature,kitchen
2023-04-25T16:10:00Z,23.116,temperature,kitchen
2023-04-25T16:15:00Z,23.20333333,temperature,kitchen
2023-04-25T16:20:00Z,23.36882353,temperature,kitchen
2023-04-25T16:25:00Z,23.537,temperature,kitchen
2023-04-25T16:30:00Z,23.6145,temperature,kitchen
2023-04-25T16:35:00Z,23.72888889,temperature,kitchen
2023-04-25T16:40:00Z,23.85388889,temperature,kitchen
2023-04-25T16:45:00Z,23.943,temperature,kitchen
2023-04-25T16:50:00Z,24.01947368,temperature,kitchen
2023-04-25T16:55:00Z,24.19235294,temperature,kitchen
2023-04-25T17:00:00Z,24.21,temperature,kitchen
2023-04-25T17:05:00Z,24.209,temperature,kitchen
2023-04-25T17:10:00Z,24.14277778,temperature,kitchen
2023-04-25T17:15:00Z,24.01,temperature,kitchen
2023-04-25T17:20:00Z,23.979,temperature,kitchen
2023-04-25T17:25:00Z,23.959,temperature,kitchen
2023-04-25T17:30:00Z,23.88,temperature,kitchen
2023-04-25T17:35:00Z,23.86647059,temperature,kitchen
2023-04-25T17:40:00Z,23.871,temperature,kitchen
2023-04-25T17:45:00Z,23.8995,temperature,kitchen
2023-04-25T17:50:00Z,23.86941176,temperature,kitchen
2023-04-25T17:55:00Z,23.91666667,temperature,kitchen
2023-04-25T18:00:00Z,25.258,temperature,kitchen
2023-04-25T18:05:00Z,26.36210526,temperature,kitchen
2023-04-25T18:10:00Z,26.56611111,temperature,kitchen
2023-04-25T18:15:00Z,26.41736842,temperature,kitchen
2023-04-25T18:20:00Z,26.1605,temperature,kitchen
2023-04-25T18:25:00Z,25.91166667,temperature,kitchen
2023-04-25T18:30:00Z,25.43888889,temperature,kitchen
2023-04-25T18:35:00Z,24.957,temperature,kitchen
2023-04-25T18:40:00Z,24.6565,temperature,kitchen
2023-04-25T18:45:00Z,24.35764706,temperature,kitchen
2023-04-25T18:50:00Z,24.15833333,temperature,kitchen
2023-04-25T18:55:00Z,23.8855,temperature,kitchen
2023-04-25T19:00:00Z,23.75368421,temperature,kitchen
2023-04-25T19:05:00Z,23.62235294,temperature,kitchen
2023-04-25T19:10:00Z,23.53684211,temperature,kitchen
2023-04-25T19:15:00Z,23.4125,temperature,kitchen
2023-04-25T19:20:00Z,23.36105263,temperature,kitchen
2023-04-25T19:25:00Z,23.28941176,temperature,kitchen
2023-04-25T19:30:00Z,23.334,temperature,kitchen
2023-04-25T19:35:00Z,23.2015,temperature,kitchen
2023-04-25T19:40:00Z,23.10666667,temperature,kitchen
2023-04-25T19:45:00Z,23.07882353,temperature,kitchen
2023-04-25T19:50:00Z,23.094,temperature,kitchen
2023-04-25T19:55:00Z,23.0215,temperature,kitchen
2023-04-25T20:00:00Z,22.97882353,temperature,kitchen
2023-04-25T20:05:00Z,22.975,temperature,kitchen
2023-04-25T20:10:00Z,22.9695,temperature,kitchen
2023-04-25T20:15:00Z,22.9625,temperature,kitchen
2023-04-25T20:20:00Z,22.860625,temperature,kitchen
2023-04-25T20:25:00Z,22.87684211,temperature,kitchen
2023-04-25T20:30:00Z,22.775,temperature,kitchen
2023-04-25T20:35:00Z,22.87388889,temperature,kitchen
2023-04-25T20:40:00Z,22.77375,temperature,kitchen
2023-04-25T20:45:00Z,22.813,temperature,kitchen
2023-04-25T20:50:00Z,22.713,temperature,kitchen
2023-04-25T20:55:00Z,22.74588235,temperature,kitchen
2023-04-25T21:00:00Z,22.62823529,temperature,kitchen
2023-04-25T21:05:00Z,22.6555,temperature,kitchen
2023-04-25T21:10:00Z,22.583,temperature,kitchen
2023-04-25T21:15:00Z,22.54470588,temperature,kitchen
2023-04-25T21:20:00Z,22.47736842,temperature,kitchen
2023-04-25T21:25:00Z,22.4275,temperature,kitchen
2023-04-25T21:30:00Z,22.364,temperature,kitchen
2023-04-25T21:35:00Z,22.35411765,temperature,kitchen
2023-04-25T21:40:00Z,22.26631579,temperature,kitchen
2023-04-25T21:45:00Z,22.23,temperature,kitchen
2023-04-25T21:50:00Z,22.14842105,temperature,kitchen
2023-04-25T21:55:00Z,22.11882353,temperature,kitchen
2023-04-25T22:00:00Z,22.07421053,temperature,kitchen
2023-04-25T22:05:00Z,22.1005,temperature,kitchen
2023-04-25T22:10:00Z,21.97941176,temperature,kitchen
2023-04-25T22:15:00Z,21.97722222,temperature,kitchen
2023-04-25T22:20:00Z,21.901,temperature,kitchen
2023-04-25T22:25:00Z,21.887,temperature,kitchen
2023-04-25T22:30:00Z,21.81411765,temperature,kitchen
2023-04-25T22:35:00Z,21.84631579,temperature,kitchen
2023-04-25T22:40:00Z,21.7535,temperature,kitchen
2023-04-25T22:45:00Z,21.7915,temperature,kitchen
2023-04-25T22:50:00Z,21.70823529,temperature,kitchen
2023-04-25T22:55:00Z,21.68105263,temperature,kitchen
2023-04-25T23:00:00Z,21.5875,temperature,kitchen
2023-04-25T23:05:00Z,21.5695,temperature,kitchen
2023-04-25T23:10:00Z,21.47411765,temperature,kitchen
2023-04-25T23:15:00Z,21.462,temperature,kitchen
2023-04-25T23:20:00Z,21.433,temperature,kitchen
2023-04-25T23:25:00Z,21.48411765,temperature,kitchen
2023-04-25T23:30:00Z,22.78176471,temperature,kitchen
2023-04-25T23:35:00Z,23.9935,temperature,kitchen
2023-04-25T23:40:00Z,24.4445,temperature,kitchen
